curr_total_commitment,curr_ibrd_commitment,curr_ida_commitment,id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,board_approval_month,totalamt,countrycode,countryshortname,p2a_updated_date,theme1,totalcommamt,approvalfy,source,mjthemecode,teamleadname,boardapprovaldate,closingdate,url,proj_and_ln_country,mjtheme_namecode,p2a_flag,prodlinetext,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,projectdocs,sector1.Name,sector1.Percent,country_namecode,supplementprojectflg,borrower,impagency,ln_country_id,ln_country_id_desc,grantamt,sector,sectorcode,sector_namecode,mjsector_namecode,sector2.Name,sector2.Percent,sector3.Name,sector3.Percent,theme_list,envassesmentcategorycode,theme2,themecode,theme_namecode,theme3,theme4
22.5,11.2,11.3,P003172,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Highway Project (03),May,"22,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"22,500,000",1978,['IBRD'],11,NIL,1978-05-11T00:00:00Z,7/31/1987 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003172,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,"11,300,000","11,200,000","22,500,000",Closed,L,[],(Historic)Highways,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Highways'}],['TH'],"[{'name': '(Historic)Highways', 'code': 'TH'}]","[{'name': 'Transportation', 'code': 'TX'}]",,,,,,,,,,,
16.8,16.8,0,P003169,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Industrial Forestry Project (02),May,"16,800,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"16,800,000",1977,['IBRD'],10,NIL,1977-05-12T00:00:00Z,12/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003169,['ZM'],"[{'name': '', 'code': '10'}]",Y,IBRD/IDA,0,"16,800,000","16,800,000",Closed,L,[],Forestry,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Forestry'}],['AT'],"[{'name': 'Forestry', 'code': 'AT'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",,,,,,,,,,,
13.3,13.3,0,P003170,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Education Project (04),December,"13,300,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"13,300,000",1977,['IBRD'],2,NIL,1976-12-23T00:00:00Z,3/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003170,['ZM'],"[{'name': '', 'code': '2'}]",Y,IBRD/IDA,0,"13,300,000","13,300,000",Closed,L,[],Vocational training,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Vocational training'}],['EV'],"[{'name': 'Vocational training', 'code': 'EV'}]","[{'name': 'Education', 'code': 'EX'}]",,,,,,,,,,,
30,30,0,P003171,Eastern and Southern Africa,['Republic of Zambia'],PE,Structural Adjustment Loan,AD,Closed,Program Loan Project (02),September,"30,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"30,000,000",1977,['IBRD'],11,NIL,1976-09-07T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003171,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,"30,000,000","30,000,000",Closed,L,[],(Historic)Economic management,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Economic management'}],['ME'],"[{'name': '(Historic)Economic management', 'code': 'ME'}]","[{'name': '(Historic)Multisector', 'code': 'MX'}]",,,,,,,,,,,
15,15,0,P003168,Eastern and Southern Africa,['Republic of Zambia'],PE,Financial Intermediary Loan,IN,Closed,Development Bank of Zambia Project (01),February,"15,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"15,000,000",1976,['IBRD'],4,NIL,1976-02-10T00:00:00Z,3/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003168,['ZM'],"[{'name': '', 'code': '4'}]",Y,IBRD/IDA,0,"15,000,000","15,000,000",Closed,L,[],(Historic)Financial sector development,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Financial sector development'}],['FS'],"[{'name': '(Historic)Financial sector development', 'code': 'FS'}]","[{'name': 'Financial Sector', 'code': 'FX'}]",,,,,,,,,,,
32,32,0,P003165,Eastern and Southern Africa,['Republic of Zambia'],PE,Sector Investment and Maintenance Loan,IN,Closed,Telecommunications Project (01),May,"32,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"32,000,000",1975,['IBRD'],11,NIL,1975-05-27T00:00:00Z,12/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003165,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,"32,000,000","32,000,000",Closed,L,[],(Historic)Telecommunications and informatics,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Telecommunications and informatics'}],['CC'],"[{'name': '(Historic)Telecommunications and informatics', 'code': 'CC'}]","[{'name': 'Information and Communications Technologies', 'code': 'CX'}]",,,,,,,,,,,
20,20,0,P003167,Eastern and Southern Africa,['Republic of Zambia'],PE,Sector Investment and Maintenance Loan,IN,Closed,Lusaka Squatter Upgrading and Sites and Services Project,July,"20,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"20,000,000",1974,['IBRD'],8,NIL,1974-07-05T00:00:00Z,12/31/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003167,['ZM'],"[{'name': '', 'code': '8'}]",Y,IBRD/IDA,0,"20,000,000","20,000,000",Closed,L,[],(Historic)Urban housing,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Urban housing'}],['UH'],"[{'name': '(Historic)Urban housing', 'code': 'UH'}]","[{'name': '(Historic)Urban Development', 'code': 'UX'}]",,,,,,,,,,,
42.1,42.1,0,P003166,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,POWER KARIBA-NORTH(S,July,"42,100,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"42,100,000",1974,['IBRD'],10,NIL,1974-07-05T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P003166,['ZM'],"[{'name': '', 'code': '10'}]",Y,IBRD/IDA,0,"42,100,000","42,100,000",Closed,L,[],(Historic)Hydro,100,,Y,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Hydro'}],['PH'],"[{'name': '(Historic)Hydro', 'code': 'PH'}]","[{'name': '(Historic)Electric Power & Other Energy', 'code': 'PX'}]",,,,,,,,,,,
115,115,0,P003164,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Kafue Hydroelectric Power/Second Stage Project,July,"115,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"115,000,000",1973,['IBRD'],10,NIL,1973-07-05T00:00:00Z,12/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003164,['ZM'],"[{'name': '', 'code': '10'}]",Y,IBRD/IDA,0,"115,000,000","115,000,000",Closed,L,[],(Historic)Hydro,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Hydro'}],['PH'],"[{'name': '(Historic)Hydro', 'code': 'PH'}]","[{'name': '(Historic)Electric Power & Other Energy', 'code': 'PX'}]",,,,,,,,,,,
30,30,0,P003163,Eastern and Southern Africa,['Republic of Zambia'],PE,Structural Adjustment Loan,AD,Closed,Program Loan Project,June,"30,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"30,000,000",1973,['IBRD'],4,NIL,1973-06-14T00:00:00Z,6/30/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003163,['ZM'],"[{'name': '', 'code': '4'}]",Y,IBRD/IDA,0,"30,000,000","30,000,000",Closed,L,[],(Historic)Economic management,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Economic management'}],['ME'],"[{'name': '(Historic)Economic management', 'code': 'ME'}]","[{'name': '(Historic)Multisector', 'code': 'MX'}]",,,,,,,,,,,
33,33,0,P003162,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Education Project (03),May,"33,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"33,000,000",1973,['IBRD'],7,NIL,1973-05-31T00:00:00Z,3/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003162,['ZM'],"[{'name': '', 'code': '7'}]",Y,IBRD/IDA,0,"33,000,000","33,000,000",Closed,L,[],Secondary Education,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Secondary Education'}],['ES'],"[{'name': 'Secondary Education', 'code': 'ES'}]","[{'name': 'Education', 'code': 'EX'}]",,,,,,,,,,,
11.5,11.5,0,P003161,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Integrated Family Farming Project,January,"11,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"11,500,000",1973,['IBRD'],11,NIL,1973-01-16T00:00:00Z,12/31/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003161,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,"11,500,000","11,500,000",Closed,L,[],(Historic)Agriculture adjustment,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Agriculture adjustment'}],['AA'],"[{'name': '(Historic)Agriculture adjustment', 'code': 'AA'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",,,,,,,,,,,
40,40,0,P003160,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Kariba North Power Project,July,"40,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"40,000,000",1970,['IBRD'],9,NIL,1970-07-07T00:00:00Z,6/30/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003160,['ZM'],"[{'name': '', 'code': '9'}]",Y,IBRD/IDA,0,"40,000,000","40,000,000",Closed,L,[],(Historic)Hydro,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Hydro'}],['PH'],"[{'name': '(Historic)Hydro', 'code': 'PH'}]","[{'name': '(Historic)Electric Power & Other Energy', 'code': 'PX'}]",,,,,,,,,,,
5.5,5.5,0,P003158,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Agriculture / Tobacco Project,May,"5,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"5,500,000",1970,['IBRD'],7,NIL,1970-05-28T00:00:00Z,12/31/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003158,['ZM'],"[{'name': '', 'code': '7'}]",Y,IBRD/IDA,0,"5,500,000","5,500,000",Closed,L,[],(Historic)Agriculture adjustment,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Agriculture adjustment'}],['AA'],"[{'name': '(Historic)Agriculture adjustment', 'code': 'AA'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",,,,,,,,,,,
5.3,5.3,0,P003159,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Education Project (02),November,"5,300,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"5,300,000",1970,['IBRD'],2,NIL,1969-11-18T00:00:00Z,3/31/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003159,['ZM'],"[{'name': '', 'code': '2'}]",Y,IBRD/IDA,0,"5,300,000","5,300,000",Closed,L,[],Tertiary Education,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Tertiary Education'}],['ET'],"[{'name': 'Tertiary Education', 'code': 'ET'}]","[{'name': 'Education', 'code': 'EX'}]",,,,,,,,,,,
2.5,2.5,0,P003154,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Livestock Project,June,"2,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"2,500,000",1969,['IBRD'],11,NIL,1969-06-17T00:00:00Z,11/30/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003154,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,"2,500,000","2,500,000",Closed,L,[],Livestock,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Livestock'}],['AL'],"[{'name': 'Livestock', 'code': 'AL'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",,,,,,,,,,,
17.4,17.4,0,P003156,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Education Project (01),April,"17,400,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"17,400,000",1969,['IBRD'],2,NIL,1969-04-08T00:00:00Z,7/11/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003156,['ZM'],"[{'name': '', 'code': '2'}]",Y,IBRD/IDA,0,"17,400,000","17,400,000",Closed,L,[],Secondary Education,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Secondary Education'}],['ES'],"[{'name': 'Secondary Education', 'code': 'ES'}]","[{'name': 'Education', 'code': 'EX'}]",,,,,,,,,,,
5.3,5.3,0,P003155,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Forestry Project,September,"5,300,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"5,300,000",1969,['IBRD'],11,NIL,1968-09-24T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003155,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,"5,300,000","5,300,000",Closed,L,[],Forestry,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Forestry'}],['AT'],"[{'name': 'Forestry', 'code': 'AT'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",,,,,,,,,,,
10.7,10.7,0,P003157,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Highway Project (02),September,"10,700,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"10,700,000",1969,['IBRD'],2,NIL,1968-09-24T00:00:00Z,12/31/1971 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003157,['ZM'],"[{'name': '', 'code': '2'}]",Y,IBRD/IDA,0,"10,700,000","10,700,000",Closed,L,[],(Historic)Highways,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Highways'}],['TH'],"[{'name': '(Historic)Highways', 'code': 'TH'}]","[{'name': 'Transportation', 'code': 'TX'}]",,,,,,,,,,,
17.5,17.5,0,P003153,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Highway Project (01),October,"17,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"17,500,000",1967,['IBRD'],4,NIL,1966-10-04T00:00:00Z,12/31/1971 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003153,['ZM'],"[{'name': '', 'code': '4'}]",Y,IBRD/IDA,0,"17,500,000","17,500,000",Closed,L,[],(Historic)Highways,100,,N,,,['ZM'],['Zambia'],,[{'Name': '(Historic)Highways'}],['TH'],"[{'name': '(Historic)Highways', 'code': 'TH'}]","[{'name': 'Transportation', 'code': 'TX'}]",,,,,,,,,,,
3.8,3.8,0,P003152,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,POWER II,October,"3,800,000",['ZM'],Zambia,2021-02-14 00:00:00.0,!$!0,"3,800,000",1965,['IBRD'],5,NIL,1964-10-02T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P003152,['ZM'],"[{'name': '', 'code': '5'}]",Y,IBRD/IDA,0,"3,800,000","3,800,000",Closed,L,[],(Historic)Distribution and transmission,100,,Y,,,,,,[{'Name': '(Historic)Distribution and transmission'}],['PD'],"[{'name': '(Historic)Distribution and transmission', 'code': 'PD'}]","[{'name': '(Historic)Electric Power & Other Energy', 'code': 'PX'}]",,,,,,,,,,,
9.5,9.5,0,P003151,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Railway Improvement Project,June,"9,500,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"9,500,000",1958,['IBRD'],4,NIL,1958-06-16T00:00:00Z,6/30/1961 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003151,['ZM'],"[{'name': '', 'code': '4'}]",Y,IBRD/IDA,0,"9,500,000","9,500,000",Closed,L,[],Railways,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Railways'}],['TW'],"[{'name': 'Railways', 'code': 'TW'}]","[{'name': 'Transportation', 'code': 'TX'}]",,,,,,,,,,,
40,40,0,P003150,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,POWER I,June,"40,000,000",['ZM'],Zambia,2021-02-14 00:00:00.0,!$!0,"40,000,000",1956,['IBRD'],8,NIL,1956-06-21T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P003150,['ZM'],"[{'name': '', 'code': '8'}]",Y,IBRD/IDA,0,"40,000,000","40,000,000",Closed,L,[],(Historic)Hydro,100,,Y,,,,,,[{'Name': '(Historic)Hydro'}],['PH'],"[{'name': '(Historic)Hydro', 'code': 'PH'}]","[{'name': '(Historic)Electric Power & Other Energy', 'code': 'PX'}]",,,,,,,,,,,
14,14,0,P003149,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Closed,Railway Project (01),March,"14,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"14,000,000",1953,['IBRD'],1,NIL,1953-03-11T00:00:00Z,3/31/1955 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P003149,['ZM'],"[{'name': '', 'code': '1'}]",Y,IBRD/IDA,0,"14,000,000","14,000,000",Closed,L,[],Railways,100,,N,,,['ZM'],['Zambia'],,[{'Name': 'Railways'}],['TW'],"[{'name': 'Railways', 'code': 'TW'}]","[{'name': 'Transportation', 'code': 'TX'}]",,,,,,,,,,,
36,0,0,P127254,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Closed,Zambia Strengthening Climate Resilience (PPCR Phase II),,0,['ZM'],Zambia,2023-01-02 00:00:00.0,Natural disaster management!$!40!$!52,"5,000,000",,['IBRD'],"11,6,6",Ngao Mubanga,,12/31/2022 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P127254,['ZM'],"[{'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Social protection and risk management', 'code': '6'}, {'name': 'Social protection and risk management', 'code': '6'}]",Y,Recipient Executed Activities,0,0,"36,000,000",Closed,L,[],Other Transportation,34,36000000!$!ZM,N,Republic of Zambia,"Zambia Metrological Department, Disaster Management and Mitigation Unit, Ministry of Finance, Ministry of Green Economy and Environment",['ZM'],['Zambia'],"5,000,000","[{'Name': 'Other Information and Communications Technologies'}, {'Name': 'Other Agriculture, Fishing and Forestry'}, {'Name': 'Other Water Supply, Sanitation and Waste Management'}, {'Name': 'Other Public Administration'}, {'Name': 'Other Transportation'}]","['TZ', 'BZ', 'WZ', 'AZ', 'CZ']","[{'name': 'Other Information and Communications Technologies', 'code': 'CZ'}, {'name': 'Other Agriculture, Fishing and Forestry', 'code': 'AZ'}, {'name': 'Other Water Supply, Sanitation and Waste Management', 'code': 'WZ'}, {'name': 'Other Public Administration', 'code': 'BZ'}, {'name': 'Other Transportation', 'code': 'TZ'}]","[{'name': 'Information and Communications Technologies', 'code': 'CX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Water, Sanitation and Waste Management', 'code': 'WX'}, {'name': 'Public Administration', 'code': 'BX'}, {'name': 'Transportation', 'code': 'TX'}]",Other Public Administration,25.0,"Other Water Supply, Sanitation and Waste Management",21.0,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '12', 'percent': '40', 'theme2': [{'name': 'Climate change', 'code': '81', 'seqno': '13', 'percent': '40', 'theme3': [{'name': 'Mitigation', 'code': '811', 'seqno': '14', 'percent': '40'}]}]}, {'name': 'Urban and Rural Development', 'code': '70', 'seqno': '7', 'percent': '30', 'theme2': [{'name': 'Disaster Risk Management', 'code': '75', 'seqno': '8', 'percent': '30', 'theme3': [{'name': 'Disaster Preparedness', 'code': '753', 'seqno': '11', 'percent': '10'}, {'name': 'Disaster Risk Reduction', 'code': '752', 'seqno': '10', 'percent': '10'}, {'name': 'Disaster Response and Recovery', 'code': '751', 'seqno': '9', 'percent': '10'}]}]}, {'name': 'Social Development and Protection', 'code': '50', 'seqno': '4', 'percent': '20', 'theme2': [{'name': 'Social Protection', 'code': '52', 'seqno': '5', 'percent': '20', 'theme3': [{'name': 'Social Safety Nets', 'code': '521', 'seqno': '6', 'percent': '20'}]}]}, {'name': 'Finance', 'code': '30', 'seqno': '1', 'percent': '10', 'theme2': [{'name': 'Finance for Development', 'code': '33', 'seqno': '2', 'percent': '10', 'theme3': [{'name': 'Disaster Risk Finance', 'code': '331', 'seqno': '3', 'percent': '10'}]}]}]",B,Other social protection and risk management!$!20!$!56,"52,56,81","[{'name': 'Climate change', 'code': '81'}, {'name': 'Other social protection and risk management', 'code': '56'}, {'name': 'Natural disaster management', 'code': '52'}]",Climate change!$!40!$!81,
0.35,0,0,P159717,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Closed,EITI Post Compliance Implementation Support III,,0,['ZM'],Zambia,2020-11-30 00:00:00.0,Other accountability/anti-corruption!$!20!$!29,"350,000",,['IBRD'],"7,11,2",Javier Aguilar,,3/31/2020 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P159717,['ZM'],"[{'name': 'Social dev/gender/inclusion', 'code': '7'}, {'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Public sector governance', 'code': '2'}]",Y,Recipient Executed Activities,0,0,"350,000",Closed,L,[],Mining,100,350000!$!ZM,N,Ministry of Finance and National Planning,EITI SECRETARIAT,['ZM'],['Zambia'],"350,000",[{'Name': 'Mining'}],['LM'],"[{'name': 'Mining', 'code': 'LM'}]","[{'name': 'Energy and Extractives', 'code': 'LX'}]",,,,,"[{'name': 'Public Sector Management', 'code': '40', 'seqno': '1', 'percent': '100', 'theme2': [{'name': 'Data Development and Capacity Building', 'code': '44', 'seqno': '3', 'percent': '100', 'theme3': [{'name': 'Data production, accessibility and use', 'code': '441', 'seqno': '5', 'percent': '100'}]}, {'name': 'Public Administration', 'code': '43', 'seqno': '2', 'percent': '100', 'theme3': [{'name': 'Transparency, Accountability and Good Governance', 'code': '432', 'seqno': '4', 'percent': '43'}]}]}]",,Other environment and natural resources management!$!60!$!86,"29,86,57","[{'name': 'Participation and civic engagement', 'code': '57'}, {'name': 'Other environment and natural resources management', 'code': '86'}, {'name': 'Other accountability/anti-corruption', 'code': '29'}]",Participation and civic engagement!$!20!$!57,
15,0,15,P003257,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Dropped,Population Project,,"15,000,000",['ZM'],Zambia,2021-11-17 00:00:00.0,!$!0,"15,000,000",,['IBRD'],11,Julie McLaughlin,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003257,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,"15,000,000",0,"15,000,000",Dropped,L,[],,0,,N,,,,,,,,,,,,,,,C,,,,,
13.375664,0,0,P181651,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Active,SCALING-UP SHOCK RESPONSIVE SOCIAL PROTECTION PROJECT ADDITIONAL FINANCING,,0,['ZM'],Zambia,2024-05-24 00:00:00.0,!$!0,"13,380,000",,['IBRD'],11,"Nadia Selim,Lansong Zhang",,,https://projects.worldbank.org/en/projects-operations/project-detail/P181651,['ZM'],"[{'name': '', 'code': '11'}]",Y,Recipient Executed Activities,0,0,,Active,L,[],Social Protection,100,13375664!$!ZM,Y,Republic of Zambia,Ministry of Community Development and Social Services (MCDSS),['ZM'],['Zambia'],"13,380,000",[{'Name': 'Social Protection'}],['SA'],"[{'name': 'Social Protection', 'code': 'SA'}]","[{'name': 'Social Protection', 'code': 'SX'}]",,,,,,,,,,,
1,0,0,P147659,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Active,Support for Development of MIS and Single Registry of Beneficiaries,,0,['ZM'],Zambia,2024-12-08 00:00:00.0,Social Safety Nets/Social Assistance & Social Care Services!$!100!$!54,"1,000,000",,['IBRD'],"10,6",Cornelia M. Tesliuc,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147659,['ZM'],"[{'name': '', 'code': '10'}, {'name': 'Social protection and risk management', 'code': '6'}]",Y,Recipient Executed Activities,0,0,"1,000,000",Active,L,[],Water Supply,90,1000000!$!ZM,N,Ministry of Finance,Ministry of Community Development,['ZM'],['Zambia'],"1,000,000","[{'Name': 'Public Administration - Water, Sanitation and Waste Management'}, {'Name': 'Water Supply'}]","['WC', 'WF']","[{'name': 'Public Administration - Water, Sanitation and Waste Management', 'code': 'WF'}, {'name': 'Water Supply', 'code': 'WC'}]","[{'name': 'Water, Sanitation and Waste Management', 'code': 'WX'}, {'name': 'Water, Sanitation and Waste Management', 'code': 'WX'}]","Public Administration - Water, Sanitation and Waste Management",10.0,,,"[{'name': 'Social Development and Protection', 'code': '50', 'seqno': '1', 'percent': '100', 'theme2': [{'name': 'Social Protection', 'code': '52', 'seqno': '2', 'percent': '100', 'theme3': [{'name': 'Social Safety Nets', 'code': '521', 'seqno': '3', 'percent': '100'}]}]}]",C,,54,"[{'name': 'Social Safety Nets/Social Assistance & Social Care Services', 'code': '54'}]",,
0,0,0,P509550,Eastern and Southern Africa,['Republic of Zambia'],PE,Program-for-Results Financing,PR,Pipeline,Zambia Water Supply and Sanitation Services in Growth Centers Program,,0,['ZM'],Zambia,2024-12-24 00:00:00.0,!$!0,0,,['IBRD'],4,"Ousmane Yida Yaya Bocoum,Ruth Jane Kennedy-Walker",,,https://projects.worldbank.org/en/projects-operations/project-detail/P509550,['ZM'],"[{'name': '', 'code': '4'}]",Y,IBRD/IDA,0,0,0,Pipeline,L,[],,0,,,,,,,,,,,,,,,,,,,,,,
